,meta_cat,organization,n_units,description,cost,fair_value
468,CORPORATE BONDS ,Bank of Montreal,"554,000","3.21% due September 13, 2018","553,972","564,224"
469,CORPORATE BONDS ,Bank of Montreal,"482,000","2.84% due June 04, 2020","481,880","471,997"
470,CORPORATE BONDS ,Bank of Montreal,"440,000","3.40% due April 23, 2021","439,652","438,606"
471,CORPORATE BONDS ,Bank of Montreal,"484,000","Callable 3.979% due July 08, 2021","484,143","504,983"
472,CORPORATE BONDS ,Bank of Montreal,"501,000","Callable 6.17% due March 28, 2023","521,568","566,366"
473,CORPORATE BONDS ,Bank of Montreal,"400,000","4.609% due September 10, 2025","436,744","419,686"
474,CORPORATE BONDS ,The Bank of Nova Scotia,"377,000","3.34% due March 25, 2015","376,981","385,358"
475,CORPORATE BONDS ,The Bank of Nova Scotia,"726,000","2.25% due May 08, 2015","731,028","732,764"
476,CORPORATE BONDS ,The Bank of Nova Scotia,"574,000","3.61% due February 22, 2016","591,015","595,353"
477,CORPORATE BONDS ,The Bank of Nova Scotia,"299,000","1.80% due May 09, 2016","298,940","298,728"
478,CORPORATE BONDS ,The Bank of Nova Scotia,"579,000","2.10% due November 08, 2016","579,735","580,446"
479,CORPORATE BONDS ,The Bank of Nova Scotia,"474,000","2.74% due December 01, 2016","473,976","483,298"
480,CORPORATE BONDS ,The Bank of Nova Scotia,"500,000","2.598% due February 27, 2017","503,494","507,256"
481,CORPORATE BONDS ,The Bank of Nova Scotia,"725,000","4.10% due June 08, 2017","742,443","768,901"
482,CORPORATE BONDS ,The Bank of Nova Scotia,"593,000","2.37% due January 11, 2018","592,775","589,318"
483,CORPORATE BONDS ,The Bank of Nova Scotia,"474,000","2.242% due March 22, 2018","472,783","467,181"
484,CORPORATE BONDS ,The Bank of Nova Scotia,"185,000","2.75% due August 13, 2018","184,948","185,267"
485,CORPORATE BONDS ,The Bank of Nova Scotia,"288,000","Callable 6.65% due January 22, 2021","287,951","314,066"
486,CORPORATE BONDS ,The Bank of Nova Scotia,"922,000","Callable 2.898% due August 03, 2022","923,440","932,469"
487,CORPORATE BONDS ,The Bank of Nova Scotia,"766,000","Callable 3.036% due October 18, 2024","766,000","756,378"
488,CORPORATE BONDS ,Bankers Hall LP,"117,000","4.377% due November 20, 2023","117,000","115,866"
489,CORPORATE BONDS ,BCE Inc.,"317,000","3.60% due December 02, 2015","316,467","326,894"
490,CORPORATE BONDS ,BCE Inc.,"61,000","4.64% due February 22, 2016","60,784","64,332"
491,CORPORATE BONDS ,bcIMC Realty Corporation,"53,000","3.38% due January 29, 2015","53,000","54,035"
492,CORPORATE BONDS ,bcIMC Realty Corporation,"148,000","Callable 4.65% due February 10, 2015","151,048","152,941"
493,CORPORATE BONDS ,bcIMC Realty Corporation,"118,000","2.65% due June 29, 2017","117,978","114,848"
494,CORPORATE BONDS ,bcIMC Realty Corporation,"49,000","5.65% due January 05, 2018","48,835","54,693"
495,CORPORATE BONDS ,bcIMC Realty Corporation,"308,000","2.79% due August 02, 2018","307,929","308,580"
496,CORPORATE BONDS ,bcIMC Realty Corporation,"440,000","2.96% due March 07, 2019","445,378","439,947"
497,CORPORATE BONDS ,bcIMC Realty Corporation,"84,000","3.51% due June 29, 2022","83,979","81,993"
498,CORPORATE BONDS ,"Bell Aliant Regional Communications, Limited Partnership","36,000","6.29% due February 17, 2015","35,986","37,693"
499,CORPORATE BONDS ,"Bell Aliant Regional Communications, Limited Partnership","353,000","5.41% due September 26, 2016","352,838","380,829"
500,CORPORATE BONDS ,"Bell Aliant Regional Communications, Limited Partnership","120,000","4.37% due September 13, 2017","120,179","125,998"
501,CORPORATE BONDS ,"Bell Aliant Regional Communications, Limited Partnership","62,000","4.88% due April 26, 2018","61,996","66,263"
502,CORPORATE BONDS ,"Bell Aliant Regional Communications, Limited Partnership","170,000","5.52% due February 26, 2019","169,867","185,894"
503,CORPORATE BONDS ,"Bell Aliant Regional Communications, Limited Partnership","21,000","3.54% due June 12, 2020","21,000","20,665"
504,CORPORATE BONDS ,"Bell Aliant Regional Communications, Limited Partnership","174,000","6.17% due February 26, 2037","173,835","180,874"
505,CORPORATE BONDS ,Bell Canada,"185,000","3.65% due May 19, 2016","184,867","191,799"
506,CORPORATE BONDS ,Bell Canada,"595,000","5.00% due February 15, 2017","622,767","640,704"
507,CORPORATE BONDS ,Bell Canada,"397,000","4.40% due March 16, 2018","396,667","418,980"
508,CORPORATE BONDS ,Bell Canada,"84,000","3.50% due September 10, 2018","83,950","85,142"
509,CORPORATE BONDS ,Bell Canada,"215,000","3.35% due June 18, 2019","214,654","214,848"
510,CORPORATE BONDS ,Bell Canada,"435,000","3.25% due June 17, 2020","434,674","425,745"
511,CORPORATE BONDS ,Bell Canada,"162,000","4.95% due May 19, 2021","161,407","172,784"
512,CORPORATE BONDS ,Bell Canada,"402,000","3.35% due March 22, 2023","401,321","371,501"
513,CORPORATE BONDS ,Bell Canada,"109,000","Callable 4.70% due September 11, 2023","108,888","111,178"
514,CORPORATE BONDS ,Bell Canada,"140,000","7.00% due September 24, 2027","163,985","168,658"
515,CORPORATE BONDS ,Bell Canada,"155,000","6.55% due May 01, 2029","173,503","180,233"
516,CORPORATE BONDS ,Bell Canada,"32,000","7.85% due April 02, 2031","41,544","41,413"
517,CORPORATE BONDS ,Bell Canada,"200,000","7.30% due February 23, 2032","249,500","248,081"
518,CORPORATE BONDS ,Bell Canada,"80,000","9.70% due December 15, 2032","124,954","122,348"
519,CORPORATE BONDS ,Bell Canada,"266,000","6.10% due March 16, 2035","305,340","296,957"
520,CORPORATE BONDS ,BMO Capital Trust,"250,000","Callable 4.633% due December 31, 2015","249,140","262,446"
521,CORPORATE BONDS ,BMO Subordinated Notes Trust,"199,000","Floating Rate due September 26, 2017","198,970","220,348"
522,CORPORATE BONDS ,BMW Canada Inc.,"65,000","3.15% due April 01, 2015","64,997","66,222"
523,CORPORATE BONDS ,BMW Canada Inc.,"375,000","2.64% due August 10, 2015","375,419","380,705"
524,CORPORATE BONDS ,BMW Canada Inc.,"95,000","2.11% due May 26, 2016","94,972","95,585"
525,CORPORATE BONDS ,BMW Canada Inc.,"28,000","2.88% due August 09, 2016","27,999","28,657"
526,CORPORATE BONDS ,BMW Canada Inc.,"127,000","2.39% due November 27, 2017","126,994","126,435"
527,CORPORATE BONDS ,BMW Canada Inc.,"69,000","2.33% due May 23, 2018","68,987","67,999"
528,CORPORATE BONDS ,Bow Centre Street LP,"91,000","3.797% due June 13, 2023","91,000","86,183"
529,CORPORATE BONDS ,BP LP,"133,653","3.244% due January 09, 2020","133,653","131,496"
530,CORPORATE BONDS ,British Columbia Ferry Services Inc.,"228,000","5.021% due March 20, 2037","228,000","238,350"
531,CORPORATE BONDS ,British Columbia Ferry Services Inc.,"151,000","5.581% due January 11, 2038","151,000","168,981"
532,CORPORATE BONDS ,British Columbia Ferry Services Inc.,"12,000","Callable 4.702% due October 23, 2043","12,000","11,932"
533,CORPORATE BONDS ,Brookfield Asset Management Inc.,"302,000","5.29% due April 25, 2017","301,976","324,929"
534,CORPORATE BONDS ,Brookfield Asset Management Inc.,"186,000","3.95% due April 09, 2019","187,003","188,442"
535,CORPORATE BONDS ,Brookfield Asset Management Inc.,"119,000","5.30% due March 01, 2021","119,123","127,524"
536,CORPORATE BONDS ,Brookfield Asset Management Inc.,"124,000","4.54% due March 31, 2023","124,407","121,989"
537,CORPORATE BONDS ,Brookfield Asset Management Inc.,"145,000","Callable 5.04% due March 08, 2024","145,186","145,765"
538,CORPORATE BONDS ,Brookfield Asset Management Inc.,"138,000","5.95% due June 14, 2035","139,584","138,804"
539,CORPORATE BONDS ,BRP Finance ULC,"52,000","6.132% due November 30, 2016","52,000","57,070"
540,CORPORATE BONDS ,BRP Finance ULC,"136,000","5.25% due November 05, 2018","135,951","147,270"
541,CORPORATE BONDS ,BRP Finance ULC,"119,000","5.14% due October 13, 2020","118,954","126,840"
542,CORPORATE BONDS ,BRP Finance ULC,"127,000","4.79% due February 07, 2022","126,990","129,508"
543,CORPORATE BONDS ,BRP Finance ULC,"203,000","5.84% due November 05, 2036","202,941","195,368"
544,CORPORATE BONDS ,Cadillac Fairview Finance Trust,"455,000","3.24% due January 25, 2016","455,228","470,642"
545,CORPORATE BONDS ,Cadillac Fairview Finance Trust,"235,000","3.64% due May 09, 2018","234,972","246,566"
546,CORPORATE BONDS ,Cadillac Fairview Finance Trust,"272,000","4.31% due January 25, 2021","272,162","292,831"
547,CORPORATE BONDS ,Caisse centrale Desjardins,"193,000","3.788% due June 08, 2015","193,000","198,921"
548,CORPORATE BONDS ,Caisse centrale Desjardins,"317,000","2.281% due October 17, 2016","317,000","319,155"
549,CORPORATE BONDS ,Caisse centrale Desjardins,"296,000","3.502% due October 05, 2017","300,072","306,602"
550,CORPORATE BONDS ,Caisse centrale Desjardins,"466,000","2.795% due November 19, 2018","466,000","463,719"
551,CORPORATE BONDS ,Calloway Real Estate Investment Trust,"47,000","3.385% due December 01, 2017","47,001","47,181"
552,CORPORATE BONDS ,Calloway Real Estate Investment Trust,"41,000","4.05% due July 27, 2020","41,067","40,709"
553,CORPORATE BONDS ,Calloway Real Estate Investment Trust,"21,000","3.985% due May 30, 2023","21,048","19,519"
554,CORPORATE BONDS ,Cameco Corporation,"249,000","4.70% due September 16, 2015","246,698","260,334"
555,CORPORATE BONDS ,Cameco Corporation,"28,000","5.67% due September 02, 2019","28,119","30,712"
556,CORPORATE BONDS ,Cameco Corporation,"133,000","3.75% due November 14, 2022","132,989","124,653"
557,CORPORATE BONDS ,Cameco Corporation,"40,000","5.09% due November 14, 2042","39,982","36,358"
558,CORPORATE BONDS ,The Canada Life Assurance Company,"100,000","6.40% due December 11, 2028","117,229","117,057"
559,CORPORATE BONDS ,Canada Life Capital Trust,"100,000","7.529% due June 30, 2032","130,391","125,197"
560,CORPORATE BONDS ,Canadian Credit Card Trust,"59,000","2.306% due April 24, 2015","59,000","59,562"
561,CORPORATE BONDS ,Canadian Credit Card Trust,"100,000","3.444% due July 24, 2015","100,000","102,773"
562,CORPORATE BONDS ,Canadian Credit Card Trust,"126,000","1.596% due September 24, 2015","126,000","125,831"
563,CORPORATE BONDS ,Canadian Imperial Bank of Commerce,"695,000","3.10% due March 02, 2015","693,693","707,802"
564,CORPORATE BONDS ,Canadian Imperial Bank of Commerce,"477,000","2.20% due May 22, 2015","477,058","481,140"
565,CORPORATE BONDS ,Canadian Imperial Bank of Commerce,"685,000","3.40% due January 14, 2016","696,977","706,750"
566,CORPORATE BONDS ,Canadian Imperial Bank of Commerce,"307,000","1.75% due June 01, 2016","306,764","306,332"
567,CORPORATE BONDS ,Canadian Imperial Bank of Commerce,"959,000","2.65% due November 08, 2016","959,585","975,866"
568,CORPORATE BONDS ,Canadian Imperial Bank of Commerce,"355,000","3.95% due July 14, 2017","354,247","375,097"
569,CORPORATE BONDS ,Canadian Imperial Bank of Commerce,"864,000","2.35% due October 18, 2017","864,665","861,092"
570,CORPORATE BONDS ,Canadian Imperial Bank of Commerce,"654,000","2.22% due March 07, 2018","650,178","643,905"
571,CORPORATE BONDS ,Canadian Imperial Bank of Commerce,"364,000","Callable 4.11% due April 30, 2020","364,000","375,125"
572,CORPORATE BONDS ,Canadian Imperial Bank of Commerce,"482,000","Callable 3.15% due November 02, 2020","480,983","492,032"
573,CORPORATE BONDS ,Canadian Imperial Bank of Commerce,"76,000","Callable 6.00% due June 06, 2023","75,786","85,734"
574,CORPORATE BONDS ,Canadian Natural Resources Limited,"205,000","3.05% due June 19, 2019","204,871","202,896"
575,CORPORATE BONDS ,Canadian Natural Resources Ltd,"84,000","2.89% due August 14, 2020","84,003","80,899"
576,CORPORATE BONDS ,Canadian Pacific Railway Company,"69,000","5.10% due January 14, 2022","68,805","74,899"
577,CORPORATE BONDS ,Canadian Pacific Railway Company,"193,000","6.45% due November 17, 2039","221,927","229,445"
578,CORPORATE BONDS ,Canadian Pacific Railway Limited,"128,000","6.25% due June 01, 2018","127,154","145,153"
579,CORPORATE BONDS ,Canadian Pacific Railway Limited,"92,092","6.91% due October 01, 2024","110,522","108,793"
580,CORPORATE BONDS ,Canadian Real Estate Investment Trust,"93,000","3.676% due July 24, 2018","93,000","92,867"
581,CORPORATE BONDS ,Canadian Real Estate Investment Trust,"44,000","4.323% due January 15, 2021","44,000","43,751"
582,CORPORATE BONDS ,Canadian Tire Corporation Limited,"110,000","4.95% due June 01, 2015","110,243","114,751"
583,CORPORATE BONDS ,Canadian Tire Corporation Limited,"38,000","5.65% due June 01, 2016","37,985","41,188"
584,CORPORATE BONDS ,Canadian Tire Corporation Limited,"300,000","6.25% due April 13, 2028","317,693","326,620"
585,CORPORATE BONDS ,Canadian Tire Corporation Limited,"242,000","6.32% due February 24, 2034","261,555","265,177"
586,CORPORATE BONDS ,Canadian Tire Corporation Limited,"84,000","5.61% due September 04, 2035","80,340","84,897"
587,CORPORATE BONDS ,Canadian Utilities Limited,"15,000","6.145% due November 22, 2017","17,079","17,065"
588,CORPORATE BONDS ,Canadian Utilities Limited,"129,000","5.432% due January 23, 2019","137,584","144,642"
589,CORPORATE BONDS ,Canadian Utilities Limited,"230,000","6.80% due August 13, 2019","276,870","274,869"
590,CORPORATE BONDS ,Canadian Utilities Limited,"100,000","11.77% due November 30, 2020","172,790","150,649"
591,CORPORATE BONDS ,Canadian Utilities Limited,"60,000","3.122% due November 09, 2022","60,000","56,836"
592,CORPORATE BONDS ,Canadian Utilities Limited,"150,000","9.40% due May 01, 2023","228,461","211,634"
593,CORPORATE BONDS ,Canadian Western Bank,"59,000","2.378% due September 14, 2015","59,000","59,515"
594,CORPORATE BONDS ,Canadian Western Bank,"72,000","3.049% due January 18, 2017","72,000","73,532"
595,CORPORATE BONDS ,Canadian Western Bank,"126,000","2.531% due March 22, 2018","126,000","124,135"
596,CORPORATE BONDS ,Canadian Western Bank,"104,000","Callable 4.389% due November 30, 2020","104,000","108,132"
597,CORPORATE BONDS ,Canadian Western Bank,"89,000","Callable 3.463% due December 17, 2024","89,000","87,911"
598,CORPORATE BONDS ,Capital City Link General Partnership,"60,000","4.386% due March 31, 2046","60,002","56,265"
599,CORPORATE BONDS ,Capital Desjardins Inc.,"338,000","5.187% due May 05, 2020","338,000","371,710"
600,CORPORATE BONDS ,Capital Desjardins Inc.,"273,000","Callable 3.797% due November 23, 2020","273,000","281,818"
601,CORPORATE BONDS ,Capital Desjardins Inc.,"206,000","Callable 5.541% due June 01, 2021","206,000","222,694"
602,CORPORATE BONDS ,Capital Desjardins Inc.,"191,000","Callable 4.954% due December 15, 2026","191,000","206,404"
603,CORPORATE BONDS ,Capital Power L.P.,"66,000","4.60% due December 01, 2015","65,979","68,686"
604,CORPORATE BONDS ,Capital Power L.P.,"51,000","4.85% due February 21, 2019","50,940","52,355"
605,CORPORATE BONDS ,Capital Power L.P.,"119,000","5.276% due November 16, 2020","119,000","122,856"
606,CORPORATE BONDS ,CARDS II Trust,"205,000","3.096% due September 15, 2015","205,000","209,949"
607,CORPORATE BONDS ,CARDS II Trust,"316,000","1.984% due January 15, 2016","316,000","317,376"
608,CORPORATE BONDS ,CARDS II Trust,"219,000","3.333% due May 15, 2016","219,000","226,606"
609,CORPORATE BONDS ,Caterpillar Financial Services Limited,"118,000","2.20% due June 01, 2015","117,989","118,901"
610,CORPORATE BONDS ,Caterpillar Financial Services Limited,"47,000","2.12% due November 25, 2016","46,994","47,071"
611,CORPORATE BONDS ,Caterpillar Financial Services Limited,"118,000","2.63% due June 01, 2017","117,973","119,326"
612,CORPORATE BONDS ,Caterpillar Financial Services Limited,"120,000","2.29% due June 01, 2018","119,977","117,819"
613,CORPORATE BONDS ,CDP Financial Inc.,"87,000","4.60% due July 15, 2020","86,821","94,692"
614,CORPORATE BONDS ,Centra Gas Ontario Inc.,"50,000","8.65% due October 19, 2018","68,622","61,889"
615,CORPORATE BONDS ,Centre Hospitalier de l’Universite de Montreal,"54,000","4.448% due October 01, 2049","54,002","50,402"
616,CORPORATE BONDS ,Centre Street Trust,"84,000","3.69% due June 14, 2021","84,000","80,274"
617,CORPORATE BONDS ,Centre Street Trust,"136,043","3.693% due June 14, 2022","136,043","129,069"
618,CORPORATE BONDS ,CHIP Mortgage Trust,"47,000","4.49% due August 04, 2015","46,985","48,705"
619,CORPORATE BONDS ,CHIP Mortgage Trust,"32,000","3.973% due February 01, 2016","32,000","33,097"
620,CORPORATE BONDS ,Choice Properties Real Estate Investment Trust,"93,000","3.554% due July 05, 2018","93,000","94,079"
621,CORPORATE BONDS ,Choice Properties Real Estate Investment Trust,"87,000","Callable 4.903% due July 05, 2023","87,000","87,268"
622,CORPORATE BONDS ,CI Investments Inc.,"111,000","Callable 3.94% due December 14, 2016","110,970","115,169"
623,CORPORATE BONDS ,CIBC Capital Trust,"704,000","Callable 9.976% due June 30, 2019","787,750","912,508"
624,CORPORATE BONDS ,CIBC Capital Trust,"74,000","Callable 10.25% due June 30, 2039","74,000","101,553"
625,CORPORATE BONDS ,Cogeco Cable Inc.,"72,000","5.15% due November 16, 2020","72,190","77,020"
626,CORPORATE BONDS ,Cogeco Cable Inc.,"39,000","4.925% due February 14, 2022","39,015","40,562"
627,CORPORATE BONDS ,Cogeco Cable Inc.,"13,000","Callable 4.175% due May 26, 2023","13,009","12,467"
628,CORPORATE BONDS ,Comber Wind Financial Corporation,"108,516","5.132% due November 15, 2030","108,507","105,327"
629,CORPORATE BONDS ,Cominar Real Estate Investment Trust,"88,000","4.274% due June 15, 2017","88,517","90,007"
630,CORPORATE BONDS ,Cominar Real Estate Investment Trust,"90,000","4.23% due December 04, 2019","89,635","87,476"
631,CORPORATE BONDS ,Cominar Real Estate Investment Trust,"43,000","4.941% due July 27, 2020","43,000","42,836"
632,CORPORATE BONDS ,Concordia University,"261,000","6.55% due September 02, 2042","330,978","321,179"
633,CORPORATE BONDS ,The Consumers’ Gas Company Ltd.,"14,000","6.05% due July 05, 2023","15,598","16,295"
634,CORPORATE BONDS ,Co-operators Financial Services Limited,"60,000","5.778% due March 10, 2020","60,000","64,599"
635,CORPORATE BONDS ,Crombie Real Estate Investment Trust,"12,000","3.986% due October 31, 2018","12,000","11,986"
636,CORPORATE BONDS ,CSS (FSCC) Partnership,"34,000","6.915% due July 31, 2042","33,994","40,368"
637,CORPORATE BONDS ,CU Inc.,"64,000","4.801% due November 22, 2021","64,000","70,014"
638,CORPORATE BONDS ,CU Inc.,"37,000","6.215% due March 06, 2024","37,000","43,715"
639,CORPORATE BONDS ,CU Inc.,"17,000","5.563% due May 26, 2028","17,000","19,100"
640,CORPORATE BONDS ,CU Inc.,"151,000","5.183% due November 21, 2035","146,231","162,778"
641,CORPORATE BONDS ,CU Inc.,"46,000","5.032% due November 20, 2036","46,418","48,690"
642,CORPORATE BONDS ,CU Inc.,"150,000","5.556% due October 30, 2037","175,000","170,260"
643,CORPORATE BONDS ,CU Inc.,"30,000","5.58% due May 26, 2038","30,000","34,234"
644,CORPORATE BONDS ,CU Inc.,"20,000","6.50% due March 07, 2039","20,000","25,483"
645,CORPORATE BONDS ,CU Inc.,"287,000","4.543% due October 24, 2041","306,300","284,138"
646,CORPORATE BONDS ,CU Inc.,"124,000","3.805% due September 10, 2042","124,000","108,134"
647,CORPORATE BONDS ,CU Inc.,"243,000","Callable 4.722% due September 09, 2043","243,000","247,511"
648,CORPORATE BONDS ,CU Inc.,"45,000","4.947% due November 18, 2050","44,975","47,218"
649,CORPORATE BONDS ,CU Inc.,"87,000","3.857% due November 14, 2052","87,000","74,532"
650,CORPORATE BONDS ,CU Inc.,"29,000","Callable 4.558% due November 07, 2053","29,000","28,409"
651,CORPORATE BONDS ,CU Inc.,"39,000","4.593% due October 24, 2061","39,000","38,352"
652,CORPORATE BONDS ,CU Inc.,"83,000","3.825% due September 11, 2062","83,000","69,777"
653,CORPORATE BONDS ,Daimler Canada Finance Inc.,"135,000","3.02% due January 07, 2015","134,993","136,856"
654,CORPORATE BONDS ,Daimler Canada Finance Inc.,"335,000","2.33% due September 14, 2015","336,589","337,645"
655,CORPORATE BONDS ,Daimler Canada Finance Inc.,"190,000","2.23% due April 18, 2016","190,004","191,076"
656,CORPORATE BONDS ,Daimler Canada Finance Inc.,"129,000","3.28% due September 15, 2016","129,000","132,981"
657,CORPORATE BONDS ,Daimler Canada Finance Inc.,"43,000","2.28% due February 17, 2017","42,999","43,036"
658,CORPORATE BONDS ,Dollarama Inc.,"71,000","3.095% due November 05, 2018","71,000","70,591"
659,CORPORATE BONDS ,Dundee Real Estate Investment Trust,"78,000","3.424% due June 13, 2018","78,200","76,971"
660,CORPORATE BONDS ,Eagle Credit Card Trust,"94,000","3.474% due December 17, 2015","94,000","97,009"
661,CORPORATE BONDS ,Eagle Credit Card Trust,"31,000","2.849% due October 17, 2018","31,000","30,949"
662,CORPORATE BONDS ,Edmonton Regional Airport Authority,"19,633","7.214% due November 01, 2030","24,452","24,179"
663,CORPORATE BONDS ,Emera Inc.,"39,000","2.96% due December 13, 2016","38,984","39,835"
664,CORPORATE BONDS ,Emera Inc.,"86,000","4.83% due December 02, 2019","85,939","92,061"
665,CORPORATE BONDS ,The Empire Life Insurance Company,"60,000","Callable 2.87% due May 31, 2023","60,000","59,196"
666,CORPORATE BONDS ,Enbridge Gas Distribution Inc.,"84,000","5.16% due December 04, 2017","83,987","92,865"
667,CORPORATE BONDS ,Enbridge Gas Distribution Inc.,"128,000","4.04% due November 23, 2020","130,786","134,670"
668,CORPORATE BONDS ,Enbridge Gas Distribution Inc.,"48,000","Callable 4.77% due December 17, 2021","47,817","52,275"
669,CORPORATE BONDS ,Enbridge Gas Distribution Inc.,"58,000","6.16% due December 16, 2033","63,738","69,808"
670,CORPORATE BONDS ,Enbridge Gas Distribution Inc.,"12,000","Callable 4.50% due November 23, 2043","11,992","11,798"
671,CORPORATE BONDS ,Enbridge Gas Distribution Inc.,"72,000","4.95% due November 22, 2050","71,850","76,029"
672,CORPORATE BONDS ,Enbridge Inc.,"118,000","5.17% due May 19, 2016","118,883","126,800"
673,CORPORATE BONDS ,Enbridge Inc.,"159,000","5.00% due August 09, 2016","158,283","170,948"
674,CORPORATE BONDS ,Enbridge Inc.,"144,000","4.77% due September 02, 2019","143,932","155,856"
675,CORPORATE BONDS ,Enbridge Inc.,"166,000","4.53% due March 09, 2020","165,973","177,132"
676,CORPORATE BONDS ,Enbridge Inc.,"66,000","4.26% due February 01, 2021","66,022","68,933"
677,CORPORATE BONDS ,Enbridge Inc.,"300,000","3.19% due December 05, 2022","299,523","282,683"
678,CORPORATE BONDS ,Enbridge Inc.,"175,000","Callable 3.94% due June 30, 2023","175,000","172,503"
679,CORPORATE BONDS ,Enbridge Inc.,"200,000","7.22% due July 24, 2030","250,058","252,739"
680,CORPORATE BONDS ,Enbridge Inc.,"64,000","7.20% due June 18, 2032","80,401","81,924"
681,CORPORATE BONDS ,Enbridge Inc.,"161,000","5.57% due November 14, 2035","160,791","175,038"
682,CORPORATE BONDS ,Enbridge Inc.,"27,000","5.75% due September 02, 2039","26,973","30,345"
683,CORPORATE BONDS ,Enbridge Inc.,"13,000","5.12% due September 28, 2040","13,000","13,405"
684,CORPORATE BONDS ,Enbridge Inc.,"184,000","Callable 4.24% due August 27, 2042","178,188","166,005"
685,CORPORATE BONDS ,Enbridge Income Fund Holdings Inc.,"34,000","2.92% due December 14, 2017","33,994","34,091"
686,CORPORATE BONDS ,Enbridge Income Fund Holdings Inc.,"55,000","4.10% due February 22, 2019","54,894","56,958"
687,CORPORATE BONDS ,Enbridge Income Fund Holdings Inc.,"78,000","4.85% due February 22, 2022","77,903","81,938"
688,CORPORATE BONDS ,Enbridge Income Fund Holdings Inc.,"123,000","3.94% due January 13, 2023","122,977","119,140"
689,CORPORATE BONDS ,Enbridge Pipelines Inc.,"77,000","2.93% due September 08, 2015","77,266","78,821"
690,CORPORATE BONDS ,Enbridge Pipelines Inc.,"52,000","6.62% due November 19, 2018","51,978","61,227"
691,CORPORATE BONDS ,Enbridge Pipelines Inc.,"103,000","4.49% due November 12, 2019","102,918","111,278"
692,CORPORATE BONDS ,Enbridge Pipelines Inc.,"127,000","4.45% due April 06, 2020","126,949","136,673"
693,CORPORATE BONDS ,Enbridge Pipelines Inc.,"66,000","2.93% due November 30, 2022","65,989","62,178"
694,CORPORATE BONDS ,Enbridge Pipelines Inc.,"73,000","Callable 3.79% due August 17, 2023","72,976","72,624"
695,CORPORATE BONDS ,Enbridge Pipelines Inc.,"100,000","6.35% due November 17, 2023","115,083","119,659"
696,CORPORATE BONDS ,Enbridge Pipelines Inc.,"100,000","8.20% due February 15, 2024","136,731","133,782"
697,CORPORATE BONDS ,Enbridge Pipelines Inc.,"162,000","5.21% due February 25, 2036","181,541","176,110"
698,CORPORATE BONDS ,Enbridge Pipelines Inc.,"182,000","5.08% due December 19, 2036","181,862","194,134"
699,CORPORATE BONDS ,Enbridge Pipelines Inc.,"54,000","5.35% due November 10, 2039","53,952","59,988"
700,CORPORATE BONDS ,Enbridge Pipelines Inc.,"167,000","5.33% due April 06, 2040","204,234","185,222"
701,CORPORATE BONDS ,Enbridge Pipelines Inc.,"130,000","Callable 4.55% due August 17, 2043","129,916","128,718"
702,CORPORATE BONDS ,Encana Corporation,"450,000","5.80% due January 18, 2018","517,725","498,674"
703,CORPORATE BONDS ,EnerCare Solutions Inc.,"47,000","4.30% due November 30, 2017","46,961","48,389"
704,CORPORATE BONDS ,EnerCare Solutions Inc.,"13,000","4.60% due February 03, 2020","12,992","13,240"
705,CORPORATE BONDS ,Enersource Corporation,"45,000","4.521% due April 29, 2021","45,000","47,853"
706,CORPORATE BONDS ,Enersource Corporation,"51,000","5.297% due April 29, 2041","51,000","55,354"
707,CORPORATE BONDS ,ENMAX Corporation,"192,000","6.15% due June 19, 2018","191,589","213,633"
708,CORPORATE BONDS ,EPCOR Utilities Inc.,"250,000","6.75% due March 22, 2016","289,365","276,324"
709,CORPORATE BONDS ,EPCOR Utilities Inc.,"142,000","5.80% due January 31, 2018","141,237","159,517"
710,CORPORATE BONDS ,EPCOR Utilities Inc.,"193,000","5.65% due November 16, 2035","192,345","216,925"
711,CORPORATE BONDS ,EPCOR Utilities Inc.,"87,000","6.65% due April 15, 2038","86,798","111,046"
712,CORPORATE BONDS ,EPCOR Utilities Inc.,"57,000","5.75% due November 24, 2039","56,919","65,267"
713,CORPORATE BONDS ,EPCOR Utilities Inc.,"38,000","4.55% due February 28, 2042","37,907","36,883"
714,CORPORATE BONDS ,ERAC Canada Finance Ltd.,"104,000","5.38% due February 26, 2016","103,929","109,266"
715,CORPORATE BONDS ,Fairfax Financial Holdings Limited,"88,000","7.50% due August 19, 2019","87,682","100,144"
716,CORPORATE BONDS ,Fairfax Financial Holdings Limited,"87,000","7.25% due June 22, 2020","87,000","97,916"
717,CORPORATE BONDS ,Fairfax Financial Holdings Limited,"124,000","6.40% due May 25, 2021","123,494","132,343"
718,CORPORATE BONDS ,Fairfax Financial Holdings Limited,"134,000","5.84% due October 14, 2022","138,308","135,113"
719,CORPORATE BONDS ,Fifth Avenue LP,"95,567","4.71% due August 05, 2021","95,567","100,326"
720,CORPORATE BONDS ,Finning International Inc.,"51,000","6.02% due June 01, 2018","50,967","57,395"
721,CORPORATE BONDS ,Finning International Inc.,"39,000","3.232% due July 03, 2020","39,000","38,232"
722,CORPORATE BONDS ,Finning International Inc.,"30,000","5.077% due June 13, 2042","30,000","29,205"
723,CORPORATE BONDS ,First Capital Realty Inc.,"22,000","5.95% due June 01, 2015","22,032","23,171"
724,CORPORATE BONDS ,First Capital Realty Inc.,"60,000","5.85% due January 31, 2017","60,139","65,659"
725,CORPORATE BONDS ,First Capital Realty Inc.,"45,000","4.95% due November 30, 2018","45,218","47,800"
