,meta_cat,organization,n_units,description,cost,fair_value
511,CORPORATE BONDS ,Bell Canada,162000,"4.95% due May 19, 2021",161407,172784
512,CORPORATE BONDS ,Bell Canada,402000,"3.35% due March 22, 2023",401321,371501
513,CORPORATE BONDS ,Bell Canada,109000,"Callable 4.70% due September 11, 2023",108888,111178
514,CORPORATE BONDS ,Bell Canada,140000,"7.00% due September 24, 2027",163985,168658
515,CORPORATE BONDS ,Bell Canada,155000,"6.55% due May 01, 2029",173503,180233
516,CORPORATE BONDS ,Bell Canada,32000,"7.85% due April 02, 2031",41544,41413
517,CORPORATE BONDS ,Bell Canada,200000,"7.30% due February 23, 2032",249500,248081
518,CORPORATE BONDS ,Bell Canada,80000,"9.70% due December 15, 2032",124954,122348
519,CORPORATE BONDS ,Bell Canada,266000,"6.10% due March 16, 2035",305340,296957
520,CORPORATE BONDS ,BMO Capital Trust,250000,"Callable 4.633% due December 31, 2015",249140,262446
521,CORPORATE BONDS ,BMO Subordinated Notes Trust,199000,"Floating Rate due September 26, 2017",198970,220348
522,CORPORATE BONDS ,BMW Canada Inc.,65000,"3.15% due April 01, 2015",64997,66222
523,CORPORATE BONDS ,BMW Canada Inc.,375000,"2.64% due August 10, 2015",375419,380705
524,CORPORATE BONDS ,BMW Canada Inc.,95000,"2.11% due May 26, 2016",94972,95585
525,CORPORATE BONDS ,BMW Canada Inc.,28000,"2.88% due August 09, 2016",27999,28657
526,CORPORATE BONDS ,BMW Canada Inc.,127000,"2.39% due November 27, 2017",126994,126435
527,CORPORATE BONDS ,BMW Canada Inc.,69000,"2.33% due May 23, 2018",68987,67999
528,CORPORATE BONDS ,Bow Centre Street LP,91000,"3.797% due June 13, 2023",91000,86183
529,CORPORATE BONDS ,BP LP,133653,"3.244% due January 09, 2020",133653,131496
530,CORPORATE BONDS ,British Columbia Ferry Services Inc.,228000,"5.021% due March 20, 2037",228000,238350
531,CORPORATE BONDS ,British Columbia Ferry Services Inc.,151000,"5.581% due January 11, 2038",151000,168981
532,CORPORATE BONDS ,British Columbia Ferry Services Inc.,12000,"Callable 4.702% due October 23, 2043",12000,11932
533,CORPORATE BONDS ,Brookfield Asset Management Inc.,302000,"5.29% due April 25, 2017",301976,324929
534,CORPORATE BONDS ,Brookfield Asset Management Inc.,186000,"3.95% due April 09, 2019",187003,188442
535,CORPORATE BONDS ,Brookfield Asset Management Inc.,119000,"5.30% due March 01, 2021",119123,127524
536,CORPORATE BONDS ,Brookfield Asset Management Inc.,124000,"4.54% due March 31, 2023",124407,121989
537,CORPORATE BONDS ,Brookfield Asset Management Inc.,145000,"Callable 5.04% due March 08, 2024",145186,145765
538,CORPORATE BONDS ,Brookfield Asset Management Inc.,138000,"5.95% due June 14, 2035",139584,138804
539,CORPORATE BONDS ,BRP Finance ULC,52000,"6.132% due November 30, 2016",52000,57070
540,CORPORATE BONDS ,BRP Finance ULC,136000,"5.25% due November 05, 2018",135951,147270
541,CORPORATE BONDS ,BRP Finance ULC,119000,"5.14% due October 13, 2020",118954,126840
542,CORPORATE BONDS ,BRP Finance ULC,127000,"4.79% due February 07, 2022",126990,129508
543,CORPORATE BONDS ,BRP Finance ULC,203000,"5.84% due November 05, 2036",202941,195368
544,CORPORATE BONDS ,Cadillac Fairview Finance Trust,455000,"3.24% due January 25, 2016",455228,470642
545,CORPORATE BONDS ,Cadillac Fairview Finance Trust,235000,"3.64% due May 09, 2018",234972,246566
546,CORPORATE BONDS ,Cadillac Fairview Finance Trust,272000,"4.31% due January 25, 2021",272162,292831
547,CORPORATE BONDS ,Caisse centrale Desjardins,193000,"3.788% due June 08, 2015",193000,198921
548,CORPORATE BONDS ,Caisse centrale Desjardins,317000,"2.281% due October 17, 2016",317000,319155
549,CORPORATE BONDS ,Caisse centrale Desjardins,296000,"3.502% due October 05, 2017",300072,306602
550,CORPORATE BONDS ,Caisse centrale Desjardins,466000,"2.795% due November 19, 2018",466000,463719
551,CORPORATE BONDS ,Calloway Real Estate Investment Trust,47000,"3.385% due December 01, 2017",47001,47181
552,CORPORATE BONDS ,Calloway Real Estate Investment Trust,41000,"4.05% due July 27, 2020",41067,40709
553,CORPORATE BONDS ,Calloway Real Estate Investment Trust,21000,"3.985% due May 30, 2023",21048,19519
554,CORPORATE BONDS ,Cameco Corporation,249000,"4.70% due September 16, 2015",246698,260334
555,CORPORATE BONDS ,Cameco Corporation,28000,"5.67% due September 02, 2019",28119,30712
556,CORPORATE BONDS ,Cameco Corporation,133000,"3.75% due November 14, 2022",132989,124653
557,CORPORATE BONDS ,Cameco Corporation,40000,"5.09% due November 14, 2042",39982,36358
558,CORPORATE BONDS ,The Canada Life Assurance Company,100000,"6.40% due December 11, 2028",117229,117057
559,CORPORATE BONDS ,Canada Life Capital Trust,100000,"7.529% due June 30, 2032",130391,125197
560,CORPORATE BONDS ,Canadian Credit Card Trust,59000,"2.306% due April 24, 2015",59000,59562
561,CORPORATE BONDS ,Canadian Credit Card Trust,100000,"3.444% due July 24, 2015",100000,102773
562,CORPORATE BONDS ,Canadian Credit Card Trust,126000,"1.596% due September 24, 2015",126000,125831
563,CORPORATE BONDS ,Canadian Imperial Bank of Commerce,695000,"3.10% due March 02, 2015",693693,707802
564,CORPORATE BONDS ,Canadian Imperial Bank of Commerce,477000,"2.20% due May 22, 2015",477058,481140
565,CORPORATE BONDS ,Canadian Imperial Bank of Commerce,685000,"3.40% due January 14, 2016",696977,706750
566,CORPORATE BONDS ,Canadian Imperial Bank of Commerce,307000,"1.75% due June 01, 2016",306764,306332
567,CORPORATE BONDS ,Canadian Imperial Bank of Commerce,959000,"2.65% due November 08, 2016",959585,975866
568,CORPORATE BONDS ,Canadian Imperial Bank of Commerce,355000,"3.95% due July 14, 2017",354247,375097
569,CORPORATE BONDS ,Canadian Imperial Bank of Commerce,864000,"2.35% due October 18, 2017",864665,861092
570,CORPORATE BONDS ,Canadian Imperial Bank of Commerce,654000,"2.22% due March 07, 2018",650178,643905
571,CORPORATE BONDS ,Canadian Imperial Bank of Commerce,364000,"Callable 4.11% due April 30, 2020",364000,375125
572,CORPORATE BONDS ,Canadian Imperial Bank of Commerce,482000,"Callable 3.15% due November 02, 2020",480983,492032
573,CORPORATE BONDS ,Canadian Imperial Bank of Commerce,76000,"Callable 6.00% due June 06, 2023",75786,85734
574,CORPORATE BONDS ,Canadian Natural Resources Limited,205000,"3.05% due June 19, 2019",204871,202896
575,CORPORATE BONDS ,Canadian Natural Resources Ltd,84000,"2.89% due August 14, 2020",84003,80899
576,CORPORATE BONDS ,Canadian Pacific Railway Company,69000,"5.10% due January 14, 2022",68805,74899
577,CORPORATE BONDS ,Canadian Pacific Railway Company,193000,"6.45% due November 17, 2039",221927,229445
578,CORPORATE BONDS ,Canadian Pacific Railway Limited,128000,"6.25% due June 01, 2018",127154,145153
579,CORPORATE BONDS ,Canadian Pacific Railway Limited,92092,"6.91% due October 01, 2024",110522,108793
580,CORPORATE BONDS ,Canadian Real Estate Investment Trust,93000,"3.676% due July 24, 2018",93000,92867
581,CORPORATE BONDS ,Canadian Real Estate Investment Trust,44000,"4.323% due January 15, 2021",44000,43751
582,CORPORATE BONDS ,Canadian Tire Corporation Limited,110000,"4.95% due June 01, 2015",110243,114751
583,CORPORATE BONDS ,Canadian Tire Corporation Limited,38000,"5.65% due June 01, 2016",37985,41188
584,CORPORATE BONDS ,Canadian Tire Corporation Limited,300000,"6.25% due April 13, 2028",317693,326620
585,CORPORATE BONDS ,Canadian Tire Corporation Limited,242000,"6.32% due February 24, 2034",261555,265177
586,CORPORATE BONDS ,Canadian Tire Corporation Limited,84000,"5.61% due September 04, 2035",80340,84897
587,CORPORATE BONDS ,Canadian Utilities Limited,15000,"6.145% due November 22, 2017",17079,17065
588,CORPORATE BONDS ,Canadian Utilities Limited,129000,"5.432% due January 23, 2019",137584,144642
589,CORPORATE BONDS ,Canadian Utilities Limited,230000,"6.80% due August 13, 2019",276870,274869
590,CORPORATE BONDS ,Canadian Utilities Limited,100000,"11.77% due November 30, 2020",172790,150649
591,CORPORATE BONDS ,Canadian Utilities Limited,60000,"3.122% due November 09, 2022",60000,56836
592,CORPORATE BONDS ,Canadian Utilities Limited,150000,"9.40% due May 01, 2023",228461,211634
593,CORPORATE BONDS ,Canadian Western Bank,59000,"2.378% due September 14, 2015",59000,59515
594,CORPORATE BONDS ,Canadian Western Bank,72000,"3.049% due January 18, 2017",72000,73532
595,CORPORATE BONDS ,Canadian Western Bank,126000,"2.531% due March 22, 2018",126000,124135
596,CORPORATE BONDS ,Canadian Western Bank,104000,"Callable 4.389% due November 30, 2020",104000,108132
597,CORPORATE BONDS ,Canadian Western Bank,89000,"Callable 3.463% due December 17, 2024",89000,87911
598,CORPORATE BONDS ,Capital City Link General Partnership,60000,"4.386% due March 31, 2046",60002,56265
599,CORPORATE BONDS ,Capital Desjardins Inc.,338000,"5.187% due May 05, 2020",338000,371710
600,CORPORATE BONDS ,Capital Desjardins Inc.,273000,"Callable 3.797% due November 23, 2020",273000,281818
601,CORPORATE BONDS ,Capital Desjardins Inc.,206000,"Callable 5.541% due June 01, 2021",206000,222694
602,CORPORATE BONDS ,Capital Desjardins Inc.,191000,"Callable 4.954% due December 15, 2026",191000,206404
603,CORPORATE BONDS ,Capital Power L.P.,66000,"4.60% due December 01, 2015",65979,68686
604,CORPORATE BONDS ,Capital Power L.P.,51000,"4.85% due February 21, 2019",50940,52355
605,CORPORATE BONDS ,Capital Power L.P.,119000,"5.276% due November 16, 2020",119000,122856
606,CORPORATE BONDS ,CARDS II Trust,205000,"3.096% due September 15, 2015",205000,209949
607,CORPORATE BONDS ,CARDS II Trust,316000,"1.984% due January 15, 2016",316000,317376
608,CORPORATE BONDS ,CARDS II Trust,219000,"3.333% due May 15, 2016",219000,226606
609,CORPORATE BONDS ,Caterpillar Financial Services Limited,118000,"2.20% due June 01, 2015",117989,118901
610,CORPORATE BONDS ,Caterpillar Financial Services Limited,47000,"2.12% due November 25, 2016",46994,47071
611,CORPORATE BONDS ,Caterpillar Financial Services Limited,118000,"2.63% due June 01, 2017",117973,119326
612,CORPORATE BONDS ,Caterpillar Financial Services Limited,120000,"2.29% due June 01, 2018",119977,117819
613,CORPORATE BONDS ,CDP Financial Inc.,87000,"4.60% due July 15, 2020",86821,94692
614,CORPORATE BONDS ,Centra Gas Ontario Inc.,50000,"8.65% due October 19, 2018",68622,61889
615,CORPORATE BONDS ,Centre Hospitalier de l’Universite de Montreal,54000,"4.448% due October 01, 2049",54002,50402
616,CORPORATE BONDS ,Centre Street Trust,84000,"3.69% due June 14, 2021",84000,80274
617,CORPORATE BONDS ,Centre Street Trust,136043,"3.693% due June 14, 2022",136043,129069
618,CORPORATE BONDS ,CHIP Mortgage Trust,47000,"4.49% due August 04, 2015",46985,48705
619,CORPORATE BONDS ,CHIP Mortgage Trust,32000,"3.973% due February 01, 2016",32000,33097
620,CORPORATE BONDS ,Choice Properties Real Estate Investment Trust,93000,"3.554% due July 05, 2018",93000,94079
621,CORPORATE BONDS ,Choice Properties Real Estate Investment Trust,87000,"Callable 4.903% due July 05, 2023",87000,87268
622,CORPORATE BONDS ,CI Investments Inc.,111000,"Callable 3.94% due December 14, 2016",110970,115169
623,CORPORATE BONDS ,CIBC Capital Trust,704000,"Callable 9.976% due June 30, 2019",787750,912508
624,CORPORATE BONDS ,CIBC Capital Trust,74000,"Callable 10.25% due June 30, 2039",74000,101553
625,CORPORATE BONDS ,Cogeco Cable Inc.,72000,"5.15% due November 16, 2020",72190,77020
626,CORPORATE BONDS ,Cogeco Cable Inc.,39000,"4.925% due February 14, 2022",39015,40562
627,CORPORATE BONDS ,Cogeco Cable Inc.,13000,"Callable 4.175% due May 26, 2023",13009,12467
628,CORPORATE BONDS ,Comber Wind Financial Corporation,108516,"5.132% due November 15, 2030",108507,105327
629,CORPORATE BONDS ,Cominar Real Estate Investment Trust,88000,"4.274% due June 15, 2017",88517,90007
630,CORPORATE BONDS ,Cominar Real Estate Investment Trust,90000,"4.23% due December 04, 2019",89635,87476
631,CORPORATE BONDS ,Cominar Real Estate Investment Trust,43000,"4.941% due July 27, 2020",43000,42836
632,CORPORATE BONDS ,Concordia University,261000,"6.55% due September 02, 2042",330978,321179
633,CORPORATE BONDS ,The Consumers’ Gas Company Ltd.,14000,"6.05% due July 05, 2023",15598,16295
634,CORPORATE BONDS ,Co-operators Financial Services Limited,60000,"5.778% due March 10, 2020",60000,64599
635,CORPORATE BONDS ,Crombie Real Estate Investment Trust,12000,"3.986% due October 31, 2018",12000,11986
636,CORPORATE BONDS ,CSS (FSCC) Partnership,34000,"6.915% due July 31, 2042",33994,40368
637,CORPORATE BONDS ,CU Inc.,64000,"4.801% due November 22, 2021",64000,70014
638,CORPORATE BONDS ,CU Inc.,37000,"6.215% due March 06, 2024",37000,43715
639,CORPORATE BONDS ,CU Inc.,17000,"5.563% due May 26, 2028",17000,19100
640,CORPORATE BONDS ,CU Inc.,151000,"5.183% due November 21, 2035",146231,162778
641,CORPORATE BONDS ,CU Inc.,46000,"5.032% due November 20, 2036",46418,48690
642,CORPORATE BONDS ,CU Inc.,150000,"5.556% due October 30, 2037",175000,170260
643,CORPORATE BONDS ,CU Inc.,30000,"5.58% due May 26, 2038",30000,34234
644,CORPORATE BONDS ,CU Inc.,20000,"6.50% due March 07, 2039",20000,25483
645,CORPORATE BONDS ,CU Inc.,287000,"4.543% due October 24, 2041",306300,284138
646,CORPORATE BONDS ,CU Inc.,124000,"3.805% due September 10, 2042",124000,108134
647,CORPORATE BONDS ,CU Inc.,243000,"Callable 4.722% due September 09, 2043",243000,247511
648,CORPORATE BONDS ,CU Inc.,45000,"4.947% due November 18, 2050",44975,47218
649,CORPORATE BONDS ,CU Inc.,87000,"3.857% due November 14, 2052",87000,74532
650,CORPORATE BONDS ,CU Inc.,29000,"Callable 4.558% due November 07, 2053",29000,28409
651,CORPORATE BONDS ,CU Inc.,39000,"4.593% due October 24, 2061",39000,38352
652,CORPORATE BONDS ,CU Inc.,83000,"3.825% due September 11, 2062",83000,69777
653,CORPORATE BONDS ,Daimler Canada Finance Inc.,135000,"3.02% due January 07, 2015",134993,136856
654,CORPORATE BONDS ,Daimler Canada Finance Inc.,335000,"2.33% due September 14, 2015",336589,337645
655,CORPORATE BONDS ,Daimler Canada Finance Inc.,190000,"2.23% due April 18, 2016",190004,191076
656,CORPORATE BONDS ,Daimler Canada Finance Inc.,129000,"3.28% due September 15, 2016",129000,132981
657,CORPORATE BONDS ,Daimler Canada Finance Inc.,43000,"2.28% due February 17, 2017",42999,43036
658,CORPORATE BONDS ,Dollarama Inc.,71000,"3.095% due November 05, 2018",71000,70591
659,CORPORATE BONDS ,Dundee Real Estate Investment Trust,78000,"3.424% due June 13, 2018",78200,76971
660,CORPORATE BONDS ,Eagle Credit Card Trust,94000,"3.474% due December 17, 2015",94000,97009
661,CORPORATE BONDS ,Eagle Credit Card Trust,31000,"2.849% due October 17, 2018",31000,30949
662,CORPORATE BONDS ,Edmonton Regional Airport Authority,19633,"7.214% due November 01, 2030",24452,24179
663,CORPORATE BONDS ,Emera Inc.,39000,"2.96% due December 13, 2016",38984,39835
664,CORPORATE BONDS ,Emera Inc.,86000,"4.83% due December 02, 2019",85939,92061
665,CORPORATE BONDS ,The Empire Life Insurance Company,60000,"Callable 2.87% due May 31, 2023",60000,59196
666,CORPORATE BONDS ,Enbridge Gas Distribution Inc.,84000,"5.16% due December 04, 2017",83987,92865
667,CORPORATE BONDS ,Enbridge Gas Distribution Inc.,128000,"4.04% due November 23, 2020",130786,134670
668,CORPORATE BONDS ,Enbridge Gas Distribution Inc.,48000,"Callable 4.77% due December 17, 2021",47817,52275
669,CORPORATE BONDS ,Enbridge Gas Distribution Inc.,58000,"6.16% due December 16, 2033",63738,69808
670,CORPORATE BONDS ,Enbridge Gas Distribution Inc.,12000,"Callable 4.50% due November 23, 2043",11992,11798
671,CORPORATE BONDS ,Enbridge Gas Distribution Inc.,72000,"4.95% due November 22, 2050",71850,76029
672,CORPORATE BONDS ,Enbridge Inc.,118000,"5.17% due May 19, 2016",118883,126800
673,CORPORATE BONDS ,Enbridge Inc.,159000,"5.00% due August 09, 2016",158283,170948
674,CORPORATE BONDS ,Enbridge Inc.,144000,"4.77% due September 02, 2019",143932,155856
675,CORPORATE BONDS ,Enbridge Inc.,166000,"4.53% due March 09, 2020",165973,177132
676,CORPORATE BONDS ,Enbridge Inc.,66000,"4.26% due February 01, 2021",66022,68933
677,CORPORATE BONDS ,Enbridge Inc.,300000,"3.19% due December 05, 2022",299523,282683
678,CORPORATE BONDS ,Enbridge Inc.,175000,"Callable 3.94% due June 30, 2023",175000,172503
679,CORPORATE BONDS ,Enbridge Inc.,200000,"7.22% due July 24, 2030",250058,252739
680,CORPORATE BONDS ,Enbridge Inc.,64000,"7.20% due June 18, 2032",80401,81924
681,CORPORATE BONDS ,Enbridge Inc.,161000,"5.57% due November 14, 2035",160791,175038
682,CORPORATE BONDS ,Enbridge Inc.,27000,"5.75% due September 02, 2039",26973,30345
683,CORPORATE BONDS ,Enbridge Inc.,13000,"5.12% due September 28, 2040",13000,13405
684,CORPORATE BONDS ,Enbridge Inc.,184000,"Callable 4.24% due August 27, 2042",178188,166005
685,CORPORATE BONDS ,Enbridge Income Fund Holdings Inc.,34000,"2.92% due December 14, 2017",33994,34091
686,CORPORATE BONDS ,Enbridge Income Fund Holdings Inc.,55000,"4.10% due February 22, 2019",54894,56958
687,CORPORATE BONDS ,Enbridge Income Fund Holdings Inc.,78000,"4.85% due February 22, 2022",77903,81938
688,CORPORATE BONDS ,Enbridge Income Fund Holdings Inc.,123000,"3.94% due January 13, 2023",122977,119140
689,CORPORATE BONDS ,Enbridge Pipelines Inc.,77000,"2.93% due September 08, 2015",77266,78821
690,CORPORATE BONDS ,Enbridge Pipelines Inc.,52000,"6.62% due November 19, 2018",51978,61227
691,CORPORATE BONDS ,Enbridge Pipelines Inc.,103000,"4.49% due November 12, 2019",102918,111278
692,CORPORATE BONDS ,Enbridge Pipelines Inc.,127000,"4.45% due April 06, 2020",126949,136673
693,CORPORATE BONDS ,Enbridge Pipelines Inc.,66000,"2.93% due November 30, 2022",65989,62178
694,CORPORATE BONDS ,Enbridge Pipelines Inc.,73000,"Callable 3.79% due August 17, 2023",72976,72624
695,CORPORATE BONDS ,Enbridge Pipelines Inc.,100000,"6.35% due November 17, 2023",115083,119659
696,CORPORATE BONDS ,Enbridge Pipelines Inc.,100000,"8.20% due February 15, 2024",136731,133782
697,CORPORATE BONDS ,Enbridge Pipelines Inc.,162000,"5.21% due February 25, 2036",181541,176110
698,CORPORATE BONDS ,Enbridge Pipelines Inc.,182000,"5.08% due December 19, 2036",181862,194134
699,CORPORATE BONDS ,Enbridge Pipelines Inc.,54000,"5.35% due November 10, 2039",53952,59988
700,CORPORATE BONDS ,Enbridge Pipelines Inc.,167000,"5.33% due April 06, 2040",204234,185222
701,CORPORATE BONDS ,Enbridge Pipelines Inc.,130000,"Callable 4.55% due August 17, 2043",129916,128718
702,CORPORATE BONDS ,Encana Corporation,450000,"5.80% due January 18, 2018",517725,498674
703,CORPORATE BONDS ,EnerCare Solutions Inc.,47000,"4.30% due November 30, 2017",46961,48389
704,CORPORATE BONDS ,EnerCare Solutions Inc.,13000,"4.60% due February 03, 2020",12992,13240
705,CORPORATE BONDS ,Enersource Corporation,45000,"4.521% due April 29, 2021",45000,47853
706,CORPORATE BONDS ,Enersource Corporation,51000,"5.297% due April 29, 2041",51000,55354
707,CORPORATE BONDS ,ENMAX Corporation,192000,"6.15% due June 19, 2018",191589,213633
708,CORPORATE BONDS ,EPCOR Utilities Inc.,250000,"6.75% due March 22, 2016",289365,276324
709,CORPORATE BONDS ,EPCOR Utilities Inc.,142000,"5.80% due January 31, 2018",141237,159517
710,CORPORATE BONDS ,EPCOR Utilities Inc.,193000,"5.65% due November 16, 2035",192345,216925
711,CORPORATE BONDS ,EPCOR Utilities Inc.,87000,"6.65% due April 15, 2038",86798,111046
712,CORPORATE BONDS ,EPCOR Utilities Inc.,57000,"5.75% due November 24, 2039",56919,65267
713,CORPORATE BONDS ,EPCOR Utilities Inc.,38000,"4.55% due February 28, 2042",37907,36883
714,CORPORATE BONDS ,ERAC Canada Finance Ltd.,104000,"5.38% due February 26, 2016",103929,109266
715,CORPORATE BONDS ,Fairfax Financial Holdings Limited,88000,"7.50% due August 19, 2019",87682,100144
716,CORPORATE BONDS ,Fairfax Financial Holdings Limited,87000,"7.25% due June 22, 2020",87000,97916
717,CORPORATE BONDS ,Fairfax Financial Holdings Limited,124000,"6.40% due May 25, 2021",123494,132343
718,CORPORATE BONDS ,Fairfax Financial Holdings Limited,134000,"5.84% due October 14, 2022",138308,135113
719,CORPORATE BONDS ,Fifth Avenue LP,95567,"4.71% due August 05, 2021",95567,100326
720,CORPORATE BONDS ,Finning International Inc.,51000,"6.02% due June 01, 2018",50967,57395
721,CORPORATE BONDS ,Finning International Inc.,39000,"3.232% due July 03, 2020",39000,38232
722,CORPORATE BONDS ,Finning International Inc.,30000,"5.077% due June 13, 2042",30000,29205
723,CORPORATE BONDS ,First Capital Realty Inc.,22000,"5.95% due June 01, 2015",22032,23171
724,CORPORATE BONDS ,First Capital Realty Inc.,60000,"5.85% due January 31, 2017",60139,65659
725,CORPORATE BONDS ,First Capital Realty Inc.,45000,"4.95% due November 30, 2018",45218,47800
726,CORPORATE BONDS ,First Capital Realty Inc.,31000,"5.48% due July 30, 2019",31029,33658
727,CORPORATE BONDS ,First Capital Realty Inc.,62000,"5.60% due April 30, 2020",62193,67552
728,CORPORATE BONDS ,First Capital Realty Inc.,291000,"4.50% due March 01, 2021",296159,296003
729,CORPORATE BONDS ,First Capital Realty Inc.,41000,"4.43% due January 31, 2022",41153,40767
730,CORPORATE BONDS ,First Capital Realty Inc.,45000,"3.95% due December 05, 2022",44739,42515
731,CORPORATE BONDS ,First Capital Realty Inc.,63000,"3.90% due October 30, 2023",63138,58485
732,CORPORATE BONDS ,First National Financial Income Fund,69000,"5.07% due May 07, 2015",69000,70652
733,CORPORATE BONDS ,Ford Credit Canada Limited,235000,"7.50% due August 18, 2015",262754,254361
734,CORPORATE BONDS ,Ford Credit Canada Limited,48000,"2.634% due November 21, 2016",48000,48250
735,CORPORATE BONDS ,Ford Credit Canada Limited,211000,"4.875% due February 08, 2017",222943,225363
736,CORPORATE BONDS ,Ford Credit Canada Limited,287000,"3.32% due December 19, 2017",286882,291361
737,CORPORATE BONDS ,Ford Credit Canada Limited,70000,"3.70% due August 02, 2018",70000,71556
738,CORPORATE BONDS ,Ford Floorplan Auto Securitization Trust,129000,"2.063% due June 15, 2016",129000,129574
739,CORPORATE BONDS ,Fortis Inc.,28000,"6.51% due July 04, 2039",27982,34710
740,CORPORATE BONDS ,FortisAlberta Inc.,154000,"5.40% due April 21, 2036",153886,170434
741,CORPORATE BONDS ,FortisAlberta Inc.,50000,"5.85% due April 15, 2038",49734,58733
742,CORPORATE BONDS ,FortisAlberta Inc.,19000,"7.06% due February 14, 2039",18998,25715
743,CORPORATE BONDS ,FortisAlberta Inc.,36000,"5.37% due October 30, 2039",35984,39902
744,CORPORATE BONDS ,FortisAlberta Inc.,28000,"4.54% due October 18, 2041",27996,27612
745,CORPORATE BONDS ,FortisAlberta Inc.,41000,"Callable 4.85% due September 11, 2043",40955,42323
746,CORPORATE BONDS ,FortisAlberta Inc.,193000,"4.99% due January 03, 2047",192801,203555
747,CORPORATE BONDS ,FortisAlberta Inc.,39000,"4.80% due October 27, 2050",39249,40121
748,CORPORATE BONDS ,FortisAlberta Inc.,43000,"3.98% due October 23, 2052",42974,37705
749,CORPORATE BONDS ,FortisBC Energy Inc.,118000,"6.50% due May 01, 2034",136404,146893
750,CORPORATE BONDS ,FortisBC Energy Inc.,38000,"6.00% due October 02, 2037",37864,45473
751,CORPORATE BONDS ,FortisBC Energy Inc.,220000,"5.80% due May 13, 2038",283355,257609
752,CORPORATE BONDS ,FortisBC Energy Inc.,8000,"6.55% due February 24, 2039",7971,10252
753,CORPORATE BONDS ,FortisBC Energy Inc.,39000,"4.25% due December 09, 2041",38693,36745
754,CORPORATE BONDS ,FortisBC Inc.,43000,"6.10% due June 02, 2039",44184,51580
755,CORPORATE BONDS ,FortisBC Inc.,105000,"5.90% due July 04, 2047",104856,125102
756,CORPORATE BONDS ,FortisBC Inc.,52000,"5.00% due November 24, 2050",51911,54312
757,CORPORATE BONDS ,Gaz Metro Inc.,41000,"4.93% due June 18, 2019",40993,44900
758,CORPORATE BONDS ,Gaz Metro Inc.,159000,"5.45% due July 12, 2021",158467,179552
759,CORPORATE BONDS ,Gaz Metro Inc.,99000,"7.05% due October 30, 2030",126655,126295
760,CORPORATE BONDS ,Gaz Metro Inc.,92000,"6.30% due October 31, 2033",109284,111432
761,CORPORATE BONDS ,Gaz Metro Inc.,59000,"5.70% due July 10, 2036",58907,67585
762,CORPORATE BONDS ,Gaz Metro Limited Partnership,70000,"10.45% due October 31, 2016",103007,85717
763,CORPORATE BONDS ,GE Capital Canada Funding Company,194000,"4.65% due February 11, 2015",198494,200629
764,CORPORATE BONDS ,GE Capital Canada Funding Company,107000,"4.24% due June 08, 2015",106996,110919
765,CORPORATE BONDS ,GE Capital Canada Funding Company,500000,"5.10% due June 01, 2016",498930,537753
766,CORPORATE BONDS ,GE Capital Canada Funding Company,127000,"3.35% due November 23, 2016",126832,131718
767,CORPORATE BONDS ,GE Capital Canada Funding Company,383000,"4.55% due January 17, 2017",382793,410601
768,CORPORATE BONDS ,GE Capital Canada Funding Company,392000,"5.53% due August 17, 2017",393607,434222
769,CORPORATE BONDS ,GE Capital Canada Funding Company,242000,"4.40% due February 08, 2018",258588,258425
770,CORPORATE BONDS ,GE Capital Canada Funding Company,314000,"2.42% due May 31, 2018",313984,310657
771,CORPORATE BONDS ,GE Capital Canada Funding Company,56000,"3.55% due June 11, 2019",55873,57606
772,CORPORATE BONDS ,GE Capital Canada Funding Company,518000,"5.68% due September 10, 2019",563166,588719
773,CORPORATE BONDS ,GE Capital Canada Funding Company,130000,"4.60% due January 26, 2022",129969,138686
774,CORPORATE BONDS ,GE Capital Canada Funding Company,400000,"5.73% due October 22, 2037",438665,454230
775,CORPORATE BONDS ,Genesis Trust II,330000,"2.295% due February 15, 2017",330000,331960
776,CORPORATE BONDS ,Genworth MI Canada Inc.,54000,"4.59% due December 15, 2015",54000,56038
777,CORPORATE BONDS ,Genworth MI Canada Inc.,98000,"5.68% due June 15, 2020",97951,106728
778,CORPORATE BONDS ,George Weston Limited,91000,"3.78% due October 25, 2016",91000,94610
779,CORPORATE BONDS ,George Weston Limited,150000,"7.10% due February 05, 2032",181225,171868
780,CORPORATE BONDS ,George Weston Limited,63000,"6.69% due March 01, 2033",72743,69399
781,CORPORATE BONDS ,Glacier Credit Card Trust,21000,"3.158% due November 20, 2015",21000,21524
782,CORPORATE BONDS ,Glacier Credit Card Trust,44000,"2.807% due May 20, 2017",44000,44739
783,CORPORATE BONDS ,Glacier Credit Card Trust,190000,"2.394% due October 20, 2017",190000,189068
784,CORPORATE BONDS ,Glacier Credit Card Trust,47000,"2.755% due November 20, 2018",47000,46678
785,CORPORATE BONDS ,Golden Credit Card Trust,385000,"3.824% due May 15, 2015",385000,396783
786,CORPORATE BONDS ,Golden Credit Card Trust,495000,"3.51% due May 15, 2016",495000,514411
787,CORPORATE BONDS ,Granite REIT Holdings LP,87000,"4.613% due October 02, 2018",87000,88239
788,CORPORATE BONDS ,Greater Toronto Airports Authority,125000,"5.00% due June 01, 2015",127313,131177
789,CORPORATE BONDS ,Greater Toronto Airports Authority,150000,"4.70% due February 15, 2016",149904,159275
